Timestamp,Temperature,Humidity
1/22/2024 21:15,48.61,42.31
1/22/2024 21:30,48.6,42.37
1/22/2024 21:45,48.54,42.3
1/22/2024 22:00,48.49,42.36
1/22/2024 22:15,48.38,42.25
1/22/2024 22:30,48.67,42.39
1/22/2024 22:45,48.63,42.4
1/22/2024 23:00,48.6,42.43
1/22/2024 23:15,48.51,42.42
1/22/2024 23:30,48.43,42.35
1/22/2024 23:45,48.72,42.58
1/23/2024 0:00,48.69,42.68
1/23/2024 0:15,48.67,42.69
1/23/2024 0:30,48.56,42.57
1/23/2024 0:45,48.45,42.46
1/23/2024 1:00,48.69,42.49
1/23/2024 1:15,48.74,42.83
1/23/2024 1:30,48.67,42.75
1/23/2024 1:45,48.56,42.69
1/23/2024 2:00,48.51,42.7
1/23/2024 2:15,48.72,43.13
1/23/2024 2:30,48.79,42.8
1/23/2024 2:45,48.72,42.79
1/23/2024 3:00,48.63,42.91
1/23/2024 3:15,48.54,42.84
1/23/2024 3:30,48.49,42.74
1/23/2024 3:45,48.74,42.81
1/23/2024 4:00,48.74,43.06
1/23/2024 4:15,48.69,43.02
1/23/2024 4:30,48.6,43.11
1/23/2024 4:45,48.54,43.14
1/23/2024 5:00,48.63,43.17
1/23/2024 5:15,48.76,43.22
1/23/2024 5:30,48.69,43.16
1/23/2024 5:45,48.63,43.19
1/23/2024 6:00,48.54,43.12
1/23/2024 6:15,48.6,43.56
1/23/2024 6:30,48.76,43.26
1/23/2024 6:45,48.74,43.23
1/23/2024 7:00,48.67,43.17
1/23/2024 7:15,48.61,43.28
1/23/2024 7:30,48.54,43.28
1/23/2024 7:45,48.79,43.2
1/23/2024 8:00,48.81,43.44
1/23/2024 8:15,48.74,43.36
1/23/2024 8:30,48.67,43.37
1/23/2024 8:45,48.6,43.3
1/23/2024 9:00,48.67,43.8
1/23/2024 9:15,48.83,43.54
1/23/2024 9:30,48.81,43.48
1/23/2024 9:45,48.72,43.52
1/23/2024 10:00,48.67,43.45
1/23/2024 10:15,48.61,43.35
1/23/2024 10:30,48.61,43.64
1/23/2024 10:45,48.87,43.53
1/23/2024 11:00,48.83,43.6
1/23/2024 11:15,48.81,43.51
1/23/2024 11:30,48.74,43.44
1/23/2024 11:45,48.69,43.4
1/23/2024 12:00,48.61,43.4
1/23/2024 12:15,48.54,43.48
1/23/2024 12:30,48.83,43.37
1/23/2024 12:45,48.87,43.56
1/23/2024 13:00,48.79,43.58
1/23/2024 13:15,48.76,43.52
1/23/2024 13:30,48.69,43.53
1/23/2024 13:45,48.63,43.56
1/23/2024 14:00,48.6,43.74
1/23/2024 14:15,48.72,43.91
1/23/2024 14:30,48.83,43.7
1/23/2024 14:45,48.79,43.57
1/23/2024 15:00,48.72,43.56
1/23/2024 15:15,48.69,43.59
1/23/2024 15:30,48.67,43.72
1/23/2024 15:45,48.63,43.96
1/23/2024 16:00,48.87,43.63
1/23/2024 16:15,48.88,43.72
1/23/2024 16:30,48.79,43.69
1/23/2024 16:45,48.74,43.73
1/23/2024 17:00,48.67,43.75
1/23/2024 17:15,48.88,43.81
1/23/2024 17:30,48.92,43.93
1/23/2024 17:45,48.87,43.73
1/23/2024 18:00,48.79,43.72
1/23/2024 18:15,48.72,43.75
1/23/2024 18:30,48.94,43.53
1/23/2024 18:45,48.94,43.79
1/23/2024 19:00,48.88,43.76
1/23/2024 19:15,48.79,43.75
1/23/2024 19:30,48.72,43.75
1/23/2024 19:45,48.99,43.75
1/23/2024 20:00,48.96,43.83
1/23/2024 20:15,48.88,43.66
1/23/2024 20:30,48.79,43.62
1/23/2024 20:45,48.79,43.74
1/23/2024 21:00,49.01,43.66
1/23/2024 21:15,48.96,43.75
1/23/2024 21:30,48.83,43.66
1/23/2024 21:45,48.79,43.6
1/23/2024 22:00,48.96,43.83
1/23/2024 22:15,49.01,43.55
1/23/2024 22:30,48.94,43.72
1/23/2024 22:45,48.83,43.54
1/23/2024 23:00,48.79,44.02
1/23/2024 23:15,49.05,43.64
1/23/2024 23:30,48.96,43.59
1/23/2024 23:45,48.94,43.55
1/24/2024 0:00,48.81,43.5
1/24/2024 0:15,48.92,43.88
1/24/2024 0:30,49.06,43.89
1/24/2024 0:45,48.99,43.52
1/24/2024 1:00,48.88,43.46
1/24/2024 1:15,48.81,43.37
1/24/2024 1:30,48.99,43.56
1/24/2024 1:45,49.06,43.54
1/24/2024 2:00,48.96,43.7
1/24/2024 2:15,48.87,43.41
1/24/2024 2:30,48.92,43.85
1/24/2024 2:45,49.06,43.33
1/24/2024 3:00,48.99,43.51
